,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year,month,day,day_of_week,hour
4961,1.5,1165,8.4,916,141,96,1517,1093,25.7,46.6,1.5105,2004,10,3,7,11
4962,1.5,1229,11.3,1025,141,96,1588,1073,26.6,43.7,1.5031,2004,10,3,7,12
4963,1.5,1168,8.3,911,141,96,1517,969,27.4,41.8,1.5056,2004,10,3,7,13
4964,1.5,1092,6.0,814,141,96,1446,777,27.4,42.8,1.5344,2004,10,3,7,14
4965,1.5,1109,6.7,843,141,96,1458,743,27.1,43.3,1.5255,2004,10,3,7,15
4966,1.5,1133,6.2,823,141,96,1449,777,26.9,44.4,1.551,2004,10,3,7,16
4967,1.5,1192,7.7,887,141,96,1488,819,26.9,44.4,1.5538,2004,10,3,7,17
4968,1.5,1298,11.0,1015,141,96,1619,1056,24.7,51.9,1.5868,2004,10,3,7,18
4969,1.5,1524,20.8,1320,141,96,1925,1481,23.7,55.6,1.6074,2004,10,3,7,19
4970,1.5,1540,21.4,1336,141,96,1929,1590,22.7,59.6,1.6261,2004,10,3,7,20
4971,1.5,1190,10.4,992,141,96,1587,1211,21.9,61.4,1.5946,2004,10,3,7,21
4972,1.5,1092,8.3,911,141,96,1506,1052,22.0,59.8,1.562,2004,10,3,7,22
4973,1.5,1079,7.8,890,141,96,1522,1000,20.5,64.9,1.5473,2004,10,3,7,23
4974,1.5,995,5.5,789,141,96,1432,874,19.8,66.9,1.5277,2004,10,4,1,0
4975,1.5,960,5.2,772,141,96,1431,852,18.4,71.6,1.4997,2004,10,4,1,1
4976,1.5,890,3.2,666,141,96,1323,728,18.9,68.6,1.4818,2004,10,4,1,2
4977,1.5,860,2.7,632,141,96,1322,713,17.8,72.3,1.4546,2004,10,4,1,3
4978,1.5,860,3.0,652,141,96,1326,734,17.1,73.9,1.4262,2004,10,4,1,4
4979,1.5,883,4.0,713,141,96,1351,777,17.7,70.3,1.4088,2004,10,4,1,5
4980,1.5,929,5.6,795,141,96,1373,815,17.1,71.8,1.3936,2004,10,4,1,6
4981,1.5,1100,11.1,1018,141,96,1573,1002,18.3,67.5,1.4044,2004,10,4,1,7
4982,1.5,1257,20.1,1299,141,96,1864,1302,18.5,67.0,1.4135,2004,10,4,1,8
4983,1.5,1402,23.6,1393,141,96,1967,1542,19.9,61.7,1.4193,2004,10,4,1,9
4984,1.5,1376,21.0,1324,141,96,1886,1571,22.9,52.6,1.4519,2004,10,4,1,10
4985,1.5,1374,21.8,1346,141,96,1910,1614,24.2,49.0,1.4586,2004,10,4,1,11
4986,1.5,1381,22.1,1355,141,96,1931,1583,25.8,44.7,1.459,2004,10,4,1,12
4987,1.5,1282,18.2,1247,141,96,1829,1285,26.0,44.5,1.4731,2004,10,4,1,13
4988,1.5,1188,14.2,1124,141,96,1655,1094,27.1,40.2,1.4217,2004,10,4,1,14
4989,1.5,1227,14.9,1147,141,96,1707,1113,27.4,39.8,1.4318,2004,10,4,1,15
4990,1.5,1364,21.1,1328,141,96,1898,1395,28.9,36.3,1.4291,2004,10,4,1,16
4991,1.5,1531,30.3,1558,141,96,2181,1620,28.4,37.5,1.4251,2004,10,4,1,17
4994,1.5,1356,21.3,1331,141,96,1925,1643,23.3,53.0,1.4939,2004,10,4,1,20
4995,1.5,1084,10.0,979,141,96,1539,1239,22.6,55.1,1.4899,2004,10,4,1,21
4996,1.5,1039,8.9,936,141,96,1499,1121,21.2,59.3,1.4787,2004,10,4,1,22
4997,1.5,1011,7.4,875,141,96,1446,1012,20.6,60.9,1.4642,2004,10,4,1,23
4998,1.5,968,6.4,831,141,96,1425,961,20.0,63.1,1.4592,2004,10,5,2,0
4999,1.5,867,3.7,693,141,96,1335,825,19.7,63.4,1.4383,2004,10,5,2,1
5000,1.5,820,2.5,620,141,96,1270,703,20.8,58.8,1.4305,2004,10,5,2,2
5001,1.5,826,2.7,631,141,96,1280,752,17.8,69.8,1.4058,2004,10,5,2,3
5002,1.5,835,2.5,620,141,96,1260,741,18.8,65.3,1.4023,2004,10,5,2,4
5003,1.5,887,4.1,717,141,96,1334,786,17.6,69.5,1.3889,2004,10,5,2,5
5004,1.5,990,7.8,889,141,96,1450,952,17.4,69.7,1.3714,2004,10,5,2,6
5005,1.5,1511,30.8,1569,141,96,2195,1601,17.4,70.1,1.3783,2004,10,5,2,7
5006,1.5,1352,26.4,1465,141,96,1998,1621,18.5,65.5,1.3787,2004,10,5,2,8
5007,1.5,1337,21.6,1339,141,96,1870,1622,20.6,58.5,1.4054,2004,10,5,2,9
5008,1.5,1435,22.8,1373,141,96,1910,1759,23.9,48.7,1.4269,2004,10,5,2,10
5009,1.5,1377,19.3,1276,141,96,1790,1666,26.0,43.8,1.4499,2004,10,5,2,11
5010,1.5,1562,30.4,1559,141,96,2130,1918,28.6,37.3,1.4423,2004,10,5,2,12
5011,1.5,1358,23.4,1389,141,96,1886,1525,27.9,38.0,1.4029,2004,10,5,2,13
5012,1.5,1301,17.1,1212,141,96,1717,1332,28.4,37.6,1.4282,2004,10,5,2,14
5013,1.5,1255,14.6,1136,141,96,1675,1183,28.5,37.3,1.4329,2004,10,5,2,15
5014,1.5,1410,21.6,1340,141,96,1841,1414,30.8,31.8,1.3908,2004,10,5,2,16
5015,1.5,1578,31.9,1595,141,96,2181,1680,29.7,33.1,1.3546,2004,10,5,2,17
5018,1.5,1539,23.9,1402,141,96,2018,1780,23.9,57.2,1.6774,2004,10,5,2,20
5019,1.5,1409,20.3,1304,141,96,1829,1640,22.7,60.8,1.6582,2004,10,5,2,21
5020,1.5,1231,12.8,1077,141,96,1580,1379,21.8,59.9,1.5492,2004,10,5,2,22
5021,1.5,1092,8.7,928,141,96,1470,1139,22.4,58.3,1.561,2004,10,5,2,23
5022,1.5,1036,6.8,850,141,96,1411,1001,21.7,60.2,1.5442,2004,10,6,3,0
5023,1.5,984,5.3,780,141,96,1377,910,21.2,61.4,1.5258,2004,10,6,3,1
5024,1.5,950,4.6,743,141,96,1377,895,19.3,68.4,1.513,2004,10,6,3,2
5025,1.5,889,3.2,665,141,96,1310,805,19.8,65.1,1.49,2004,10,6,3,3
5026,1.5,865,2.8,636,141,96,1285,761,20.0,62.9,1.4495,2004,10,6,3,4
5027,1.5,917,3.6,686,141,96,1304,805,18.3,68.5,1.4291,2004,10,6,3,5
5028,1.5,997,6.2,823,141,96,1395,894,18.1,68.5,1.4067,2004,10,6,3,6
5029,1.5,1433,24.2,1409,141,96,1972,1439,17.6,70.5,1.4057,2004,10,6,3,7
5030,1.5,1516,32.0,1596,141,96,2183,1706,18.3,67.8,1.4091,2004,10,6,3,8
5031,1.5,1528,25.8,1449,141,96,2039,1756,20.4,61.2,1.447,2004,10,6,3,9
5032,1.5,1347,16.2,1186,141,96,1713,1493,22.5,55.6,1.499,2004,10,6,3,10
5033,1.5,1392,17.7,1231,141,96,1771,1567,25.7,46.4,1.507,2004,10,6,3,11
5034,1.5,1359,16.5,1195,141,96,1784,1376,26.8,44.6,1.5467,2004,10,6,3,12
5035,1.5,1391,18.3,1249,141,96,1845,1399,26.0,46.4,1.5414,2004,10,6,3,13
5036,1.5,1335,14.6,1137,141,96,1729,1293,26.3,46.0,1.5478,2004,10,6,3,14
5037,1.5,1402,17.1,1213,141,96,1789,1348,27.4,43.9,1.5811,2004,10,6,3,15
5038,1.5,1406,17.2,1216,141,96,1772,1314,29.6,36.7,1.4936,2004,10,6,3,16
5039,1.5,1527,24.6,1419,141,96,1966,1507,28.7,37.3,1.4486,2004,10,6,3,17
5040,1.5,1559,26.9,1476,141,96,2022,1660,25.7,44.1,1.4331,2004,10,6,3,18
5043,1.5,1336,16.8,1204,141,96,1759,1490,22.4,57.9,1.5449,2004,10,6,3,21
5044,1.5,1189,11.0,1014,141,96,1553,1249,22.7,55.8,1.5218,2004,10,6,3,22
5045,1.5,1226,11.4,1029,141,96,1570,1265,20.4,62.4,1.4758,2004,10,6,3,23
5046,1.5,1171,9.9,972,141,96,1529,1181,20.3,64.2,1.5063,2004,10,7,4,0
5047,1.5,1002,5.0,762,141,96,1385,954,21.4,60.6,1.5236,2004,10,7,4,1
5048,1.5,950,3.7,696,141,96,1375,875,20.3,66.3,1.5657,2004,10,7,4,2
5049,1.5,930,3.1,660,141,96,1321,838,20.9,62.2,1.5182,2004,10,7,4,3
5050,1.5,924,2.9,643,141,96,1329,825,19.9,66.1,1.5198,2004,10,7,4,4
5051,1.5,994,4.4,732,141,96,1400,882,19.8,67.1,1.5305,2004,10,7,4,5
5052,1.5,1089,7.4,873,141,96,1479,990,20.1,64.4,1.4967,2004,10,7,4,6
5053,1.5,1468,19.4,1280,141,96,1899,1423,19.7,66.4,1.5035,2004,10,7,4,7
5055,1.5,1479,22.2,1357,141,96,1937,1581,22.5,57.0,1.5314,2004,10,7,4,9
5056,1.5,1425,18.5,1255,141,96,1864,1500,23.5,53.4,1.5241,2004,10,7,4,10
5057,1.5,1279,14.0,1116,141,96,1668,1268,24.7,48.2,1.4802,2004,10,7,4,11
5058,1.5,1319,15.5,1165,141,96,1743,1230,27.1,40.9,1.4405,2004,10,7,4,12
5059,1.5,1329,15.7,1172,141,96,1739,1204,25.9,44.2,1.4576,2004,10,7,4,13
5060,1.5,1327,15.7,1172,141,96,1747,1205,26.9,41.8,1.4555,2004,10,7,4,14
5061,1.5,1282,12.7,1075,141,96,1651,1103,27.2,40.7,1.4481,2004,10,7,4,15
5062,2.9,1342,15.3,1157,267,87,1707,1195,28.6,37.6,1.4468,2004,10,7,4,16
5063,5.4,1623,28.8,1522,398,111,2110,1618,28.0,38.5,1.437,2004,10,7,4,17
5064,5.3,1576,26.1,1458,418,119,2024,1637,25.2,45.8,1.4464,2004,10,7,4,18
5065,6.7,1747,37.1,1709,515,128,2370,1876,24.0,50.6,1.4892,2004,10,7,4,19
5067,2.8,1331,16.5,1194,326,92,1715,1477,22.3,57.1,1.5219,2004,10,7,4,21
5068,1.7,1182,11.0,1016,209,73,1572,1210,21.8,58.2,1.5036,2004,10,7,4,22
5069,1.7,1162,10.8,1008,183,60,1556,1160,20.9,61.3,1.4923,2004,10,7,4,23
5070,1.7,1147,9.6,964,165,60,1517,1116,20.6,62.0,1.4827,2004,10,8,5,0
5071,1.2,1040,6.5,836,111,53,1423,974,20.3,62.5,1.472,2004,10,8,5,1
5072,0.7,920,3.6,688,67,47,1317,820,20.5,62.1,1.4771,2004,10,8,5,2
5073,0.7,931,3.3,670,141,96,1326,792,18.7,68.5,1.4586,2004,10,8,5,3
5074,0.8,954,4.4,731,88,43,1360,839,18.2,70.3,1.4498,2004,10,8,5,4
5075,0.9,981,5.5,790,147,47,1390,898,18.2,70.1,1.4552,2004,10,8,5,5
5076,1.7,1147,10.8,1009,279,50,1589,1096,18.2,70.0,1.4519,2004,10,8,5,6
5078,4.3,1490,24.8,1424,592,75,2033,1604,19.5,66.9,1.4999,2004,10,8,5,8
5079,3.9,1473,24.2,1409,557,87,1984,1637,21.1,61.1,1.5056,2004,10,8,5,9
5080,5.1,1582,29.5,1539,693,128,2141,1827,23.2,54.7,1.5349,2004,10,8,5,10
5081,3.7,1468,21.0,1323,530,105,1913,1641,24.4,52.5,1.5807,2004,10,8,5,11
5082,3.3,1413,19.6,1285,412,101,1883,1505,26.4,45.8,1.553,2004,10,8,5,12
5083,3.6,1400,21.2,1331,366,100,1916,1465,27.7,39.2,1.4356,2004,10,8,5,13
5084,3.2,1361,18.0,1238,344,98,1805,1368,28.0,39.6,1.4738,2004,10,8,5,14
5085,3.5,1389,20.5,1311,339,98,1845,1748,28.7,38.4,1.486,2004,10,8,5,15
5086,2.4,1305,15.6,1167,297,98,1690,1301,28.5,39.4,1.5147,2004,10,8,5,16
5087,2.9,1354,19.2,1275,294,90,1799,1338,28.4,39.8,1.5191,2004,10,8,5,17
5088,2.3,1352,20.0,1296,211,84,1846,1337,26.4,45.9,1.5572,2004,10,8,5,18
5089,3.1,1472,21.1,1327,323,101,1895,1516,25.2,49.5,1.5665,2004,10,8,5,19
5090,2.9,1412,18.6,1256,333,98,1797,1435,24.9,50.9,1.5856,2004,10,8,5,20
5091,1.5,1221,12.3,1061,163,76,1615,1178,24.6,52.2,1.5951,2004,10,8,5,21
5092,1.5,1230,10.3,990,151,71,1559,1111,24.0,54.4,1.6049,2004,10,8,5,22
5093,1.7,1247,9.6,961,167,71,1569,1112,23.8,56.1,1.6298,2004,10,8,5,23
5094,1.6,1217,9.9,975,174,66,1565,1109,22.3,60.6,1.608,2004,10,9,6,0
5095,1.3,1158,8.6,923,142,62,1519,1072,21.9,61.5,1.5967,2004,10,9,6,1
5096,1.4,1150,7.3,871,155,58,1502,1030,21.1,64.5,1.594,2004,10,9,6,2
5097,0.9,1061,5.4,785,141,96,1447,935,21.0,64.4,1.5828,2004,10,9,6,3
5098,0.9,1062,5.1,770,96,48,1450,922,21.3,63.9,1.5951,2004,10,9,6,4
5099,1.3,1157,7.8,890,154,53,1549,1054,20.8,66.7,1.6201,2004,10,9,6,5
5100,1.3,1167,8.2,907,211,55,1548,1082,20.6,67.5,1.621,2004,10,9,6,6
5101,2.9,1403,17.6,1229,381,63,1872,1365,20.9,66.3,1.6165,2004,10,9,6,7
5102,3.2,1453,20.1,1298,470,69,1940,1497,21.5,63.7,1.6186,2004,10,9,6,8
5103,3.4,1455,18.7,1260,464,84,1868,1540,23.7,56.0,1.6238,2004,10,9,6,9
5104,3.6,1512,19.5,1282,450,95,1899,1554,26.0,48.2,1.598,2004,10,9,6,10
5105,2.3,1331,13.0,1082,274,80,1689,1252,28.5,42.4,1.6286,2004,10,9,6,11
5106,3.1,1472,18.2,1246,306,87,1873,1455,28.1,45.3,1.6957,2004,10,9,6,12
5107,3.3,1430,16.2,1187,308,94,1812,1339,29.0,43.9,1.7309,2004,10,9,6,13
5108,1.9,1264,11.0,1016,186,76,1650,1062,28.9,44.3,1.7392,2004,10,9,6,14
5109,2.6,1378,15.9,1177,238,92,1775,1266,29.6,42.3,1.7248,2004,10,9,6,15
5110,2.7,1377,14.2,1123,249,94,1716,1223,29.4,42.9,1.7308,2004,10,9,6,16
5111,3.7,1527,19.9,1293,378,110,1907,1469,28.7,45.1,1.7468,2004,10,9,6,17
5112,3.8,1573,21.7,1343,386,109,1990,1553,27.0,51.2,1.7928,2004,10,9,6,18
5113,4.8,1674,25.7,1447,461,122,2065,1689,26.5,52.7,1.7966,2004,10,9,6,19
5114,3.5,1455,17.3,1218,394,107,1796,1387,26.2,51.7,1.7334,2004,10,9,6,20
5115,2.2,1242,11.2,1022,266,83,1641,1139,24.8,56.4,1.7447,2004,10,9,6,21
5116,1.5,1181,8.9,935,158,62,1565,960,24.9,56.0,1.7367,2004,10,9,6,22
5117,3.4,1468,15.2,1155,319,89,1738,1293,24.5,57.5,1.7433,2004,10,9,6,23
5118,3.7,1520,17.2,1217,409,103,1812,1357,24.7,56.9,1.7438,2004,10,10,7,0
5119,2.0,1203,11.9,1046,223,74,1664,1103,23.9,59.2,1.7327,2004,10,10,7,1
5120,1.4,1096,8.1,903,107,52,1560,857,23.8,60.2,1.7515,2004,10,10,7,2
5121,1.1,991,4.9,759,141,96,1440,658,23.5,61.3,1.7538,2004,10,10,7,3
5122,1.5,941,3.6,686,50,38,1406,549,22.8,64.0,1.7507,2004,10,10,7,4
5123,0.7,952,3.7,695,56,39,1429,627,22.2,65.6,1.7355,2004,10,10,7,5
5124,1.2,1082,6.3,825,163,59,1526,930,21.3,69.1,1.7275,2004,10,10,7,6
5125,1.3,1095,7.7,886,187,56,1574,1001,21.3,68.2,1.7127,2004,10,10,7,7
5126,1.1,1049,6.3,826,150,51,1521,917,22.2,65.2,1.7256,2004,10,10,7,8
5127,1.0,1055,5.6,795,103,51,1494,834,24.1,59.0,1.7449,2004,10,10,7,9
5128,1.2,1074,5.1,767,143,58,1489,796,24.3,61.6,1.8468,2004,10,10,7,10
5129,1.9,1229,9.0,941,220,68,1653,1040,24.8,59.6,1.8351,2004,10,10,7,11
5130,2.3,1228,9.3,952,301,81,1622,1110,24.5,58.8,1.7838,2004,10,10,7,12
5131,1.6,1107,5.9,807,214,73,1546,836,21.0,76.8,1.8881,2004,10,10,7,13
5132,1.3,1031,4.4,732,162,69,1476,704,19.8,78.0,1.7879,2004,10,10,7,14
5133,1.8,1155,5.8,804,232,81,1510,773,19.4,80.5,1.7917,2004,10,10,7,15
5134,1.7,1131,6.6,841,254,82,1531,811,19.6,79.1,1.7877,2004,10,10,7,16
5135,1.8,1143,7.8,890,224,71,1578,848,20.8,73.1,1.7695,2004,10,10,7,17
5136,2.0,1145,8.4,915,247,81,1586,892,21.1,68.6,1.7014,2004,10,10,7,18
5137,2.2,1169,8.3,910,334,87,1563,992,21.1,68.3,1.6914,2004,10,10,7,19
5138,1.6,1105,8.1,905,239,72,1576,950,21.2,67.7,1.6848,2004,10,10,7,20
5139,1.3,1049,6.1,817,168,63,1517,882,20.8,68.6,1.6719,2004,10,10,7,21
5140,1.5,1069,6.7,844,185,63,1527,883,20.8,68.1,1.6585,2004,10,10,7,22
5141,1.5,1073,6.6,838,178,63,1549,892,20.7,68.4,1.6507,2004,10,10,7,23
5142,1.3,1039,6.1,817,132,55,1502,836,20.1,70.5,1.6384,2004,10,11,1,0
5143,1.4,1021,6.0,811,135,52,1502,837,20.2,67.9,1.5901,2004,10,11,1,1
5144,0.5,825,1.4,536,39,32,1302,498,19.4,70.4,1.5663,2004,10,11,1,2
5145,0.4,828,1.7,558,141,96,1304,494,18.8,73.8,1.5885,2004,10,11,1,3
5146,0.4,847,1.9,576,33,29,1321,507,17.9,77.7,1.5795,2004,10,11,1,4
5147,0.6,903,3.4,679,90,44,1385,660,18.2,76.9,1.5945,2004,10,11,1,5
5148,1.1,1041,7.2,865,164,53,1486,902,18.6,74.9,1.5918,2004,10,11,1,6
5149,2.9,1314,19.0,1267,336,62,1888,1240,19.6,70.3,1.5821,2004,10,11,1,7
5150,3.5,1326,24.5,1416,366,68,1971,1395,20.2,66.6,1.5567,2004,10,11,1,8
5151,4.6,1464,25.6,1444,565,85,2049,1625,19.7,68.9,1.5638,2004,10,11,1,9
5152,3.4,1313,17.1,1213,536,88,1789,1359,19.2,73.4,1.6192,2004,10,11,1,10
5153,2.3,1202,12.3,1058,416,82,1623,1152,20.0,69.6,1.607,2004,10,11,1,11
5154,2.7,1225,15.2,1155,379,91,1738,1159,21.1,64.0,1.5795,2004,10,11,1,12
5155,3.1,1257,18.3,1248,368,87,1837,1179,20.2,67.4,1.5832,2004,10,11,1,13
5156,3.2,1271,17.2,1217,444,90,1810,1227,20.2,68.9,1.6074,2004,10,11,1,14
5157,2.5,1179,14.1,1120,352,97,1667,1119,21.9,57.6,1.4942,2004,10,11,1,15
5158,3.4,1278,18.3,1248,375,99,1814,1243,23.2,52.0,1.4642,2004,10,11,1,16
5159,4.8,1435,25.0,1429,479,109,2072,1449,21.7,59.1,1.5115,2004,10,11,1,17
5160,4.5,1326,22.2,1356,448,95,1966,1405,20.8,61.4,1.4898,2004,10,11,1,18
5161,4.0,1324,21.4,1335,388,80,1920,1444,19.9,64.2,1.4711,2004,10,11,1,19
5162,3.2,1206,16.2,1185,376,76,1751,1386,19.7,65.1,1.4769,2004,10,11,1,20
5163,1.9,1052,10.3,987,224,62,1556,1102,20.0,63.3,1.4672,2004,10,11,1,21
5164,1.9,1057,8.9,934,206,57,1525,1041,19.0,66.1,1.4415,2004,10,11,1,22
5165,1.3,952,6.5,833,143,57,1381,881,18.8,60.9,1.3032,2004,10,11,1,23
5166,1.1,911,5.1,769,113,54,1340,791,18.9,60.7,1.311,2004,10,12,2,0
5167,1.0,898,4.6,742,93,50,1345,796,18.1,65.2,1.343,2004,10,12,2,1
5168,0.5,809,2.1,593,58,44,1277,647,18.3,65.1,1.3529,2004,10,12,2,2
5169,0.6,823,2.4,616,141,96,1300,716,18.3,66.9,1.3952,2004,10,12,2,3
5170,0.5,814,3.2,666,56,34,1311,719,17.8,67.5,1.3674,2004,10,12,2,4
5171,0.8,857,3.9,705,105,44,1312,733,16.9,66.7,1.2772,2004,10,12,2,5
5172,1.2,935,6.0,810,243,74,1356,835,17.8,60.6,1.2276,2004,10,12,2,6
5173,2.7,1159,13.8,1110,492,101,1650,1094,17.6,60.8,1.2151,2004,10,12,2,7
5174,3.0,1102,14.8,1141,435,103,1594,1114,17.9,57.8,1.1751,2004,10,12,2,8
5175,1.5,979,8.4,917,141,96,1398,903,18.1,56.4,1.1645,2004,10,12,2,9
5176,1.5,998,9.0,941,141,96,1442,914,18.2,55.9,1.1547,2004,10,12,2,10
5177,1.5,962,8.3,911,141,96,1380,872,19.7,49.1,1.1148,2004,10,12,2,11
5178,1.5,985,9.5,957,141,96,1426,860,20.8,45.8,1.1126,2004,10,12,2,12
5179,1.5,1043,12.1,1053,141,96,1514,959,20.5,46.0,1.1,2004,10,12,2,13
5180,1.5,929,7.4,875,141,96,1365,814,18.9,50.6,1.0927,2004,10,12,2,14
5181,1.5,946,8.0,898,141,96,1377,827,18.4,51.6,1.0832,2004,10,12,2,15
5182,1.5,955,7.9,894,141,96,1366,804,17.9,52.6,1.0711,2004,10,12,2,16
5183,1.5,1004,10.9,1012,141,96,1460,906,17.1,54.2,1.0503,2004,10,12,2,17
5184,1.5,1037,12.1,1053,141,96,1480,958,16.5,56.2,1.0455,2004,10,12,2,18
5185,1.5,1066,14.7,1140,141,96,1577,1032,16.7,54.1,1.0212,2004,10,12,2,19
5186,1.5,890,6.0,813,141,96,1274,772,15.4,57.7,1.0008,2004,10,12,2,20
5187,1.5,843,4.3,729,141,96,1219,618,15.5,57.1,0.9971,2004,10,12,2,21
5188,1.5,834,4.1,716,141,96,1205,614,15.6,55.9,0.985,2004,10,12,2,22
5189,1.5,809,3.1,659,141,96,1161,550,14.8,58.4,0.9777,2004,10,12,2,23
5190,1.5,786,2.2,600,141,96,1132,511,14.8,57.9,0.9662,2004,10,13,3,0
5191,1.5,747,1.5,543,141,96,1100,469,14.6,57.6,0.9517,2004,10,13,3,1
5192,1.5,723,0.9,485,141,96,1065,425,14.6,57.1,0.9428,2004,10,13,3,2
5193,1.5,704,0.5,444,141,96,1050,394,14.4,57.6,0.9416,2004,10,13,3,3
5194,1.5,709,0.6,449,141,96,1055,392,14.5,57.4,0.9413,2004,10,13,3,4
5195,1.5,726,0.7,466,141,96,1066,408,14.3,58.4,0.9501,2004,10,13,3,5
5196,1.5,798,2.2,599,141,96,1141,517,14.7,57.4,0.9564,2004,10,13,3,6
5197,1.5,925,5.8,800,141,96,1272,750,14.3,58.1,0.9404,2004,10,13,3,7
5198,1.5,906,5.9,809,141,96,1272,787,14.0,58.3,0.9294,2004,10,13,3,8
5199,1.5,896,5.9,809,286,78,1257,788,15.4,53.2,0.9246,2004,10,13,3,9
5200,1.2,882,5.3,776,281,72,1222,760,16.5,49.9,0.9289,2004,10,13,3,10
5201,1.5,948,6.9,853,141,96,1283,839,17.4,47.6,0.9387,2004,10,13,3,11
5202,1.5,945,7.7,886,141,96,1307,827,18.0,46.1,0.9401,2004,10,13,3,12
5203,1.5,942,7.3,871,141,96,1314,765,17.9,46.5,0.9474,2004,10,13,3,13
5204,1.5,943,7.2,864,141,96,1297,814,17.4,48.3,0.955,2004,10,13,3,14
5205,1.5,894,6.0,810,141,96,1258,737,16.0,52.6,0.9489,2004,10,13,3,15
5206,1.5,984,8.3,910,141,96,1348,875,15.3,58.7,1.0154,2004,10,13,3,16
5207,1.5,1044,11.2,1022,141,96,1454,983,15.2,55.9,0.9572,2004,10,13,3,17
5208,1.5,981,10.1,983,141,96,1370,942,14.8,56.3,0.9459,2004,10,13,3,18
5209,1.5,1021,10.6,1001,141,96,1415,971,14.7,57.8,0.9626,2004,10,13,3,19
5210,1.5,943,7.2,867,141,96,1314,891,14.8,57.3,0.9603,2004,10,13,3,20
5211,1.5,863,4.4,732,141,96,1207,724,14.9,57.1,0.9581,2004,10,13,3,21
5212,1.5,847,3.8,698,141,96,1174,719,15.2,55.5,0.9521,2004,10,13,3,22
5213,1.5,859,3.8,698,141,96,1189,705,15.3,55.4,0.9564,2004,10,13,3,23
5214,1.5,861,4.0,712,141,96,1197,718,15.1,56.9,0.9673,2004,10,14,4,0
5215,1.5,786,2.2,602,141,96,1123,584,15.0,56.4,0.9554,2004,10,14,4,1
5216,1.5,740,1.1,506,141,96,1074,469,14.9,56.4,0.9474,2004,10,14,4,2
5217,1.5,730,0.8,483,141,96,1065,438,15.2,54.7,0.9394,2004,10,14,4,3
5218,1.5,728,0.8,475,141,96,1061,432,15.1,55.4,0.9439,2004,10,14,4,4
5219,1.5,755,1.2,517,141,96,1091,487,14.9,56.8,0.9541,2004,10,14,4,5
5220,1.5,854,3.2,663,141,96,1189,655,15.2,55.9,0.9589,2004,10,14,4,6
5221,1.5,1079,10.2,985,141,96,1465,1009,15.3,56.3,0.9684,2004,10,14,4,7
5222,1.5,1097,13.6,1103,141,96,1520,1113,15.6,55.4,0.9725,2004,10,14,4,8
5223,1.5,1024,9.9,976,141,96,1386,1030,16.3,53.3,0.9809,2004,10,14,4,9
5224,1.5,990,9.1,942,141,96,1359,986,20.4,42.2,0.9964,2004,10,14,4,10
5225,1.5,1013,8.0,901,141,96,1369,975,21.9,39.4,1.0234,2004,10,14,4,11
5226,1.5,1051,9.7,968,141,96,1442,984,21.5,41.2,1.0399,2004,10,14,4,12
5227,1.5,1052,9.7,966,141,96,1446,982,22.2,41.4,1.097,2004,10,14,4,13
5228,1.5,1141,12.0,1049,141,96,1530,1117,21.0,46.8,1.1508,2004,10,14,4,14
5229,1.5,1130,11.3,1024,141,96,1537,1177,21.9,44.9,1.1635,2004,10,14,4,15
5230,1.5,1099,10.4,993,141,96,1507,1129,21.5,46.7,1.1837,2004,10,14,4,16
5231,1.5,1182,12.4,1064,141,96,1616,1217,19.7,56.6,1.2811,2004,10,14,4,17
5232,1.5,1211,14.6,1135,141,96,1682,1234,18.8,60.8,1.3036,2004,10,14,4,18
5233,1.5,1340,21.0,1324,141,96,1907,1412,19.3,59.6,1.3195,2004,10,14,4,19
5234,1.5,1299,17.9,1237,141,96,1804,1350,17.6,69.2,1.3803,2004,10,14,4,20
5235,1.5,1046,7.3,872,141,96,1479,968,16.4,77.1,1.4243,2004,10,14,4,21
5236,1.5,949,4.8,754,141,96,1393,759,16.6,77.3,1.4491,2004,10,14,4,22
5237,1.5,966,4.8,756,141,96,1363,741,15.9,78.1,1.4039,2004,10,14,4,23
5238,1.5,1062,7.7,887,141,96,1473,866,15.1,82.3,1.4009,2004,10,15,5,0
5239,1.5,934,4.3,730,141,96,1345,757,14.8,83.8,1.4005,2004,10,15,5,1
5240,1.5,862,3.0,649,141,96,1289,675,14.4,84.6,1.3794,2004,10,15,5,2
5241,1.5,823,2.1,590,141,96,1241,624,15.8,77.6,1.3792,2004,10,15,5,3
5242,1.5,839,2.3,604,141,96,1259,605,15.2,79.4,1.3605,2004,10,15,5,4
5243,1.5,879,3.5,681,141,96,1312,703,14.8,81.9,1.3735,2004,10,15,5,5
5244,1.5,1095,10.0,977,141,96,1562,998,14.6,82.9,1.3706,2004,10,15,5,6
5245,1.5,1359,20.5,1311,141,96,1878,1311,14.8,80.4,1.3428,2004,10,15,5,7
5246,1.5,1354,22.2,1358,141,96,1942,1403,15.6,77.1,1.3527,2004,10,15,5,8
5247,1.5,1420,24.1,1405,141,96,1941,1573,17.3,70.9,1.3876,2004,10,15,5,9
5248,1.5,1265,17.4,1221,141,96,1760,1354,22.2,51.3,1.3543,2004,10,15,5,10
5249,1.5,1146,14.2,1122,141,96,1659,1131,24.4,43.9,1.3184,2004,10,15,5,11
